lat,lon,address_voting,place_voting,comment,region
54.6300989998,39.711552858400005,"город Рязань, Первомайский просп., дом 68",МБУК «Муниципальный культурный центр города Рязани»,,Рязанская область
54.617424668299996,39.7265410423,"город Рязань, ул. Дзержинского, дом 78",МБОУ «Средняя общеобразовательная школа № 16»,,Рязанская область
54.618797575100004,39.7287404537,"город Рязань, ул. Дзержинского, дом 71",МБОУ «Средняя общеобразовательная школа № 3»,,Рязанская область
54.6184559058,39.728096723600004,"город Рязань, ул. Дзержинского, дом 71",МБОУ «Средняя общеобразовательная школа № 3»,,Рязанская область
54.6202667204,39.7218096256,"город Рязань, ул. Ленинского Комсомола, дом 13",МБОУ «Средняя общеобразовательная школа № 44»,,Рязанская область
54.6200182429,39.721380472199996,"город Рязань, ул. Ленинского Комсомола, дом 13",МБОУ «Средняя общеобразовательная школа № 44»,,Рязанская область
54.6227358833,39.7193741798,"город Рязань, ул. Дзержинского, дом 42",ГОУ СПО «Рязанский музыкальный колледж имени Г. и А. Пироговых»,,Рязанская область
54.607446406499996,39.6718668938,"город Рязань, ул. Керамзавода, дом 8а",МБОУ «Средняя общеобразовательная школа № 22 с углубленным изучением английского языка»,,Рязанская область
54.60713571149999,39.6718776226,"город Рязань, ул. Керамзавода, дом 8а",МБОУ «Средняя общеобразовательная школа № 22 с углубленным изучением английского языка»,,Рязанская область
54.6212310791,39.680213928200004,"город Рязань, Михайловское шоссе, дом 63",ЗАО «Рязаньагроснаб»,,Рязанская область
54.6068747259,39.8069751263,"город Рязань, ул. Новоселов, дом 30б",МБОУ «Средняя общеобразовательная школа № 68»,,Рязанская область
54.6116840494,39.8103439808,"город Рязань, ул. Тимакова, дом 9",МБОУ «Средняя общеобразовательная школа № 63»,,Рязанская область
54.6119325778,39.8115992546,"город Рязань, ул. Тимакова, дом 7",МБОУ «Средняя общеобразовательная школа № 67»,,Рязанская область
54.6113609602,39.8101723194,"город Рязань, ул. Тимакова, дом 9",МБОУ «Средняя общеобразовательная школа № 63»,,Рязанская область
54.611727542,39.81164217,"город Рязань, ул. Тимакова, дом 7",МБОУ «Средняя общеобразовательная школа № 67»,,Рязанская область
54.612202850699994,39.811094999299996,"город Рязань, ул. Тимакова, дом 7",МБОУ «Средняя общеобразовательная школа № 67»,,Рязанская область
54.609829358199995,39.7952270508,"город Рязань, ул. Советской Армии, дом 15а",МБОУ «Средняя общеобразовательная школа № 62»,,Рязанская область
54.6101773134,39.7954308987,"город Рязань, ул. Советской Армии, дом 15а",МБОУ «Средняя общеобразовательная школа № 62»,,Рязанская область
54.6127962022,39.7997438908,"город Рязань, ул. Новоселов, дом 17 корп. 1",МБОУ «Средняя общеобразовательная школа № 72»,,Рязанская область
54.612199744099996,39.7999799252,"город Рязань, ул. Новоселов, дом 17 корп. 1",МБОУ «Средняя общеобразовательная школа № 72»,,Рязанская область
54.614212755100006,39.800409078600005,"город Рязань, Касимовское шоссе, дом 38б",МБОУ «Средняя общеобразовательная школа № 59»,,Рязанская область
54.613895898900005,39.8008489609,"город Рязань, Касимовское шоссе, дом 38б",МБОУ «Средняя общеобразовательная школа № 59»,,Рязанская область
54.611578424300006,39.7866547108,"город Рязань, ул. Новоселов, дом 6а",МБОУ «Средняя общеобразовательная школа № 31»,,Рязанская область
54.6113858133,39.7871160507,"город Рязань, ул. Новоселов, дом 6а",МБОУ «Средняя общеобразовательная школа № 31»,,Рязанская область
54.609969162,39.7893154621,"город Рязань, ул. Советской Армии,  дом 24 корп. 1",МБОУ «Средняя общеобразовательная школа № 9»,,Рязанская область
54.6165797795,39.790034294099996,"город Рязань, ул. Тимуровцев, дом 4",МБОУ «Средняя общеобразовательная школа № 50»,,Рязанская область
54.6162821899,39.789894104,"город Рязань, ул. Тимуровцев, дом 4",МБОУ «Средняя общеобразовательная школа № 50»,,Рязанская область
54.6187416658,39.751303196,"город Рязань, ул. Есенина, дом 57",МБОУ «Средняя общеобразовательная школа № 43»,,Рязанская область
54.6183068128,39.751625061,"город Рязань, ул. Есенина, дом 57",МБОУ «Средняя общеобразовательная школа № 43»,,Рязанская область
54.6063341075,39.8072004318,"город Рязань, ул. Новоселов, дом 30б",МБОУ «Средняя общеобразовательная школа № 68»,,Рязанская область
54.626965723400005,39.7829318047,"город Рязань, ул. Кальная, дом 17",МБОУ «Средняя общеобразовательная школа № 73»,,Рязанская область
54.6264936926,39.7832107544,"город Рязань, ул. Кальная, дом 17",МБОУ «Средняя общеобразовательная школа № 73»,,Рязанская область
54.624894336800004,39.7766178846,"город Рязань, Касимовское шоссе, дом 9",МП «Водоканал города Рязани»,,Рязанская область
54.624729739399996,39.777148962,"город Рязань, Касимовское шоссе, дом 9",МП «Водоканал города Рязани»,,Рязанская область
54.6218351997,39.7630512714,"город Рязань, ул. Лермонтова, дом 22",МБОУ «Средняя общеобразовательная школа № 15»,,Рязанская область
54.6266489665,39.756522774699995,"город Рязань, ул. Вознесенская, дом 44",ОГБОУ «Специальная (коррекционная) общеобразовательная школа № 23 г. Рязани»,,Рязанская область
54.6256303588,39.7594463825,"город Рязань, ул. Есенина, дом 46",МАОУ ДОД «Рязанский городской Дворец детского творчества»,,Рязанская область
54.624928498500005,39.7593605518,"город Рязань, ул. Есенина, дом 46",МАОУ ДОД «Рязанский городской Дворец детского творчества»,,Рязанская область
54.800944608900004,39.842412471799996,"город Рязань, микрорайон п. Солотча",МБОУ «Средняя общеобразовательная школа № 32»,,Рязанская область
54.629400321800006,39.757558107399994,"город Рязань, пр. Щедрина, дом 14",МБОУ «Средняя общеобразовательная школа № 8 имени Героя Российской Федерации Соколова Романа Владимировича»,,Рязанская область
54.629561795200004,39.7578531504,"город Рязань, пр. Щедрина, дом 14",МБОУ «Средняя общеобразовательная школа № 8 имени Героя Российской Федерации Соколова Романа Владимировича»,,Рязанская область
54.6546041327,39.7081840038,"город Рязань, пос. Борки, 9-й район",МБОУ «Средняя общеобразовательная школа № 29»,,Рязанская область
54.6289686881,39.7295773029,"город Рязань, Первомайский просп., дом 17",Спортивный зал «Волна»,,Рязанская область
54.6547655059,39.707803130100004,"город Рязань, пос. Борки, 9-й район",МБОУ «Средняя общеобразовательная школа № 29»,,Рязанская область
54.617719754,39.7260689735,"город Рязань, ул. Дзержинского, дом 78",МБОУ «Средняя общеобразовательная школа № 16»,,Рязанская область
54.62658375149999,39.7489374876,"город Рязань, ул. Ленина, дом 28",МБОУ ДОД «Детская музыкальная школа № 1»,,Рязанская область
54.628751316899994,39.7291052341,"город Рязань, Первомайский проспект, дом 17",ГБУ Рязанской области «Дом общественных организаций»,,Рязанская область
54.3567156907,41.9011956453,"г. Сасово, микрорайон «Северный», 57",муниципальный культурный центр,,Рязанская область
53.8136796352,39.5518219471,"г. Скопин, ул. К. Маркса, д. 162а",учебный корпус Скопинского филиала ГОУ СПО «Рязанский медико-социальный колледж»,,Рязанская область
53.807484091000006,39.5635861158,"г. Скопин, ул. К. Маркса, д. 259",помещение ОГБОУ СПО «Скопинский электротехнический колледж»,,Рязанская область
53.8228794054,39.5492202044,"г. Скопин, ул. К. Маркса, д. 90",помещение МБОУ «Средняя общеобразовательная школа № 2»,,Рязанская область
53.8197475933,39.5436894894,"г. Скопин, пл. Ленина, д. 1",помещение МУК «Дворец культуры им. Ленина»,,Рязанская область
53.816191167,39.5532059669,"г. Скопин, ул. Поташная, д. 3а",административное здание СМРО РОО ООО «Всероссийское добровольное пожарное общество»,неверное название улицы?,Рязанская область
54.6054268467,39.8079514503,"город Рязань, ул. Зубковой, дом 22а",МБОУ «Средняя общеобразовательная школа № 51 «Центр образования»,,Рязанская область
54.344181463999995,41.9035077095,"г. Сасово, ул. Ново-Елатомская, 31",школа № 2,,Рязанская область
54.3631548392,41.9098377228,"г. Сасово, микрорайон «Северный», 40",школа № 3,,Рязанская область
54.3629548032,41.909789443,"г. Сасово, микрорайон «Северный», 40",школа № 3,,Рязанская область
54.3563030507,41.9018125534,"г. Сасово, микрорайон «Северный», 57",муниципальный культурный центр,,Рязанская область
54.3557184702,41.9090652466,"г. Сасово, микрорайон «Южный», 35",детский сад №13,,Рязанская область
54.358825716999995,41.9160497189,"г. Сасово, микрорайон «Южный», 57",школа № 6,,Рязанская область
54.3586037786,41.9136679173,"г. Сасово, микрорайон «Южный», 38",д/с № 7,,Рязанская область
54.3564718585,41.9108140469,"г. Сасово, микрорайон «Южный», 36",детский сад №11,,Рязанская область
54.5372250509,39.7792088985,"город Рязань, Предзаводская ул., дом 17",МБОУ «Средняя общеобразовательная школа № 49»,неверный номер дома?,Рязанская область
54.6060109758,39.8078119755,"город Рязань, ул. Зубковой, дом 22а",МБОУ «Средняя общеобразовательная школа № 51 «Центр образования»,,Рязанская область
54.1903871481,41.6438323259,"Шацкий район, село Федяево, ул. Центральная, д. 35",здание Федяевской сельской библиотеки,,Рязанская область
54.6113330004,39.7109466791,"город Рязань, пл. 50-летия Октября, д.1",МАУК «Дворец молодежи города Рязани»,,Рязанская область
54.3439625735,41.9029819965,"г. Сасово, ул. Ново-Елатомская, 31",школа № 2,,Рязанская область
54.8114380091,39.871208667800005,"Рязанский район, с. Заборье",здание Дома культуры,,Рязанская область
54.618850378299996,39.7121483088,"город Рязань, ул. 2-я Линия, дом 25а",МБОУ ДОД «СДЮСШОР по легкой атлетике»,,Рязанская область
54.6097796501,39.7194385529,"город Рязань, ул. Полетаева, дом 30 корп. 1",общежитие № 4 ФГБОУ ВПО «Рязанский государственный радиотехнический университет»,,Рязанская область
54.341551573800004,41.9157171249,"г. Сасово, ул. Ленина, 34",школа № 1,,Рязанская область
54.3403663484,41.9143331051,"г. Сасово, ул. Ленина, 42",индустриальный техникум (здание бывшего технологического техникума),,Рязанская область
54.35465870149999,41.9050365686,"г. Сасово, пр. Свободы, 19а","кафе ""Цна""",,Рязанская область
54.629751215,39.715565443,"город Рязань, Первомайский просп., дом 62 корп. 1",МБОУ «Средняя общеобразовательная школа № 39»,неверный номер дома?,Рязанская область
54.604618994700004,39.7135591507,"город Рязань, ул. Островского, дом 33 корп. 1",МБОУ «Средняя общеобразовательная школа № 19 им. вице-адмирала В.М. Головнина»,,Рязанская область
54.7537555905,39.783725738499996,"Рязанский район, с. Агро-Пустынь",здание начальной школы,,Рязанская область
54.6592961083,39.637293219600004,"город Рязань, ул. К. Маркса, дом 4 корп. 1",МБОУ «Средняя общеобразовательная школа № 46»,,Рязанская область
54.3628016499,41.925888061500004,"г. Сасово, ул. Киевская, 6",детский сад № 10,,Рязанская область
54.5372623984,39.7797989845,"город Рязань, Предзаводская ул., дом 17",МБОУ «Средняя общеобразовательная школа № 49»,неверный номер дома?,Рязанская область
54.122394418199995,41.736856699,"Шацкий район, село Большое Агишево, ул. Комсомольская, д. 1",здание администрации сельского поселения,,Рязанская область
54.606206719300005,39.724159240700004,"город Рязань, ул. Полетаева, дом 14","МБОУ «Школа-интернат № 1 среднего (полного) общего образования им. Героя Советского Союза, Национального Героя Италии Полетаева Федора Андриановича»",,Рязанская область
54.623546481400005,39.7731739283,"город Рязань, ул. Лермонтова, дом 2",МБОУ «Средняя общеобразовательная школа № 36»,,Рязанская область
54.6097610095,39.7955596447,"город Рязань, ул. Советской Армии, дом 15а",МБОУ «Средняя общеобразовательная школа № 62»,,Рязанская область
54.6704001537,39.6544003487,"город Рязань, ул. Бирюзова, дом 13а",МБОУ «Средняя общеобразовательная школа № 56»,,Рязанская область
54.66820999,39.657264947899996,"город Рязань, ул. Бирюзова, дом 19а",МБОУ «Средняя общеобразовательная школа № 35»,,Рязанская область
54.6678377125,39.6577906609,"город Рязань, ул. Бирюзова, дом 19а",МБОУ «Средняя общеобразовательная школа № 35»,,Рязанская область
54.6627433721,39.6649575233,"город Рязань, ул. Бирюзова, дом 25а",МБОУ «Средняя общеобразовательная школа № 66»,,Рязанская область
54.6624951541,39.6643352509,"город Рязань, ул. Бирюзова, дом 25а",МБОУ «Средняя общеобразовательная школа № 66»,,Рязанская область
54.674882486,39.6554142237,"город Рязань, ул. Интернациональная, дом 5д",МБОУ ДОД «Детско – юношеский Центр «Надежда»»,,Рязанская область
54.670015487600004,39.6549153328,"город Рязань, ул. Бирюзова, дом 13а",МБОУ «Средняя общеобразовательная школа № 56»,,Рязанская область
54.6649462408,39.662135839499996,"город Рязань, ул. Бирюзова, дом 23а",МБОУ «Средняя общеобразовательная школа № 65»,,Рязанская область
54.6648655745,39.6709656715,"город Рязань, ул. Интернациональная, дом 27",МАОУ города Рязани «Средняя общеобразовательная школа № 69 «Центр развития образования»,,Рязанская область
54.6634321693,39.6421265602,"город Рязань, ул. Октябрьская, дом 5",МАУК «Дворец культуры «Приокский»,,Рязанская область
54.653192089499996,39.651187062300004,"город Рязань, ул. Октябрьская, дом 56а",МБОУ «Средняя общеобразовательная школа № 48»,,Рязанская область
54.653503418,39.65990448,"город Рязань, ул. Пирогова, дом 11",МБОУ «Средняя общеобразовательная школа № 45»,,Рязанская область
54.6592712845,39.6378564835,"город Рязань, ул. К. Маркса, дом 4 корп. 1",МБОУ «Средняя общеобразовательная школа № 46»,,Рязанская область
54.6749476235,39.6530377865,"город Рязань, ул. Интернациональная, дом 6","МБОУ «Средняя общеобразовательная школа № 58» имени Героя Российской Федерации, гвардии капитана Орлова Сергея Николаевича»",,Рязанская область
54.6750220662,39.6517825127,"город Рязань, ул. Интернациональная, дом 6","МБОУ «Средняя общеобразовательная школа № 58» имени Героя Российской Федерации, гвардии капитана Орлова Сергея Николаевича»",,Рязанская область
54.6646235746,39.6706116199,"город Рязань, ул. Интернациональная, дом 27",МАОУ города Рязани «Средняя общеобразовательная школа № 69 «Центр развития образования»,,Рязанская область
54.663244928000005,39.642475128200005,"город Рязань, ул. Октябрьская, дом 5",МАУК «Дворец культуры «Приокский»,,Рязанская область
54.653511743100005,39.651879072199996,"город Рязань, ул. Октябрьская, дом 56а",МБОУ «Средняя общеобразовательная школа № 48»,,Рязанская область
54.6569532914,39.6646893024,"город Рязань, пр. Шабулина, дом 22",РССК РГРТУ,,Рязанская область
54.6399382163,39.646718502,"город Рязань, ул. Крупской, дом 7",МБОУ «Средняя общеобразовательная школа № 53»,,Рязанская область
54.676374419,39.6459245682,"город Рязань, ул. Бирюзова, дом 2",ОГБОУ СПО «РКЭ»,,Рязанская область
54.676058046899996,39.6450555325,"город Рязань, ул. Бирюзова, дом 2",ОГБОУ СПО «РКЭ»,,Рязанская область
54.6753942779,39.6523082256,"город Рязань, ул. Интернациональная,  дом 6","МБОУ «Средняя общеобразовательная школа № 58» имени Героя Российской Федерации, гвардии капитана Орлова Сергея Николаевича»",,Рязанская область
54.66498347140001,39.6705687046,"город Рязань, ул. Интернациональная, дом 27",МАОУ города Рязани «Средняя общеобразовательная школа № 69 «Центр развития образования»,,Рязанская область
54.6531308716,39.6518442288,"город Рязань, ул. Октябрьская, дом 56а",МБОУ «Средняя общеобразовательная школа № 48»,,Рязанская область
54.6436323531,39.649572372399994,"город Рязань, ул. Великанова, дом 9",МАОУ «Средняя общеобразовательная школа № 47»,,Рязанская область
54.639826455699996,39.647458791700004,"город Рязань, ул. Крупской, дом 7",МБОУ «Средняя общеобразовательная школа № 53»,,Рязанская область
54.66453049729999,39.6709656715,"город Рязань, ул. Интернациональная, дом 27",МАОУ города Рязани «Средняя общеобразовательная школа № 69 «Центр развития образования»,,Рязанская область
54.664555317899996,39.6508705616,"город Рязань, ул. Космонавтов, дом 13",МБОУ «Лицей № 52»,,Рязанская область
54.6441764832,39.6649093628,"город Рязань, Московское шоссе, дом 18",Административное здание,,Рязанская область
54.643421268599994,39.6503555775,"город Рязань, ул. Великанова, дом 9",МАОУ «Средняя общеобразовательная школа № 47»,,Рязанская область
54.632257062700006,39.647963047,"город Рязань, ул. Новаторов, дом 21",МБОУ «Средняя общеобразовательная школа № 61»,,Рязанская область
54.6383611213,39.6559882164,"город Рязань, ул. Крупской, дом 17",ФГБУ «Российское энергетическое агентство» Минэнерго России Рязанский ЦНТИ филиал,,Рязанская область
54.6361381826,39.6557307243,"город Рязань, ул. Костычева, дом 1",ФГБОУ ВПО РГАТУ им. П.А Костычева,,Рязанская область
54.631847194799995,39.6479469538,"город Рязань, ул. Новаторов, дом 21а",МБОУ «Средняя общеобразовательная школа № 60» имени Героя Российской Федерации Д.О. Миронова,,Рязанская область
54.6369640372,39.6417188644,"город Рязань, ул. Юбилейная, дом 24",МБОУ «Средняя общеобразовательная школа № 55»,,Рязанская область
54.6613347146,39.646975994099996,"город Рязань, ул. Дачная, дом 2а",МБОУ «Средняя общеобразовательная школа № 40 с углубленным изучением предметов художественно – эстетического цикла»,,Рязанская область
54.657276018599994,39.6492934227,"город Рязань, ул. Октябрьская, дом 37",МБОУ ДОД «Центр детского творчества «Приокский»,,Рязанская область
54.6370385495,39.6562457085,"город Рязань, ул. Костычева, дом 1",ФГБОУ ВПО РГАТУ им. П.А Костычева,,Рязанская область
54.644706383599996,39.6205937862,"город Рязань, ул. Аллейная, дом 56/66",МБОУ «Средняя общеобразовательная школа № 30»,,Рязанская область
54.631673310299995,39.6627473831,"город Рязань, ул. Бахмачеевская, дом 34",МБОУ «Средняя общеобразовательная школа № 28»,,Рязанская область
54.6099846957,39.6560096741,"город Рязань, пос. Мехзавода, дом 25",МБОУ «Средняя общеобразовательная школа № 54»,,Рязанская область
54.6432039746,39.6497011185,"город Рязань, ул. Великанова, дом 9",МАОУ «Средняя общеобразовательная школа № 47»,,Рязанская область
54.6322819031,39.6471583843,"город Рязань, ул. Новаторов, дом 21",МБОУ «Средняя общеобразовательная школа № 61»,,Рязанская область
54.6448926288,39.6198534966,"город Рязань, ул. Аллейная,  дом 56/66",МБОУ «Средняя общеобразовательная школа № 30»,,Рязанская область
54.658365203900004,39.5928812027,"город Рязань, ул. Белякова, дом 1а",МБОУ «Средняя общеобразовательная школа № 21»,,Рязанская область
54.6579804238,39.5925754309,"город Рязань, ул. Белякова, дом 1а",МБОУ «Средняя общеобразовательная школа № 21»,,Рязанская область
54.6318440898,39.648837447199995,"город Рязань, ул. Новаторов, дом 21а",МБОУ «Средняя общеобразовательная школа № 60» имени Героя Российской Федерации Д.О. Миронова,,Рязанская область
54.6368398496,39.642480611799996,"город Рязань, ул. Юбилейная, дом 24",МБОУ «Средняя общеобразовательная школа № 55»,,Рязанская область
54.65821936020001,39.5925378799,"город Рязань, ул. Белякова, дом 1а",МБОУ «Средняя общеобразовательная школа № 21»,,Рязанская область
54.610261195,39.657125473,"город Рязань, пос. Мехзавода, дом 25",МБОУ «Средняя общеобразовательная школа № 54»,,Рязанская область
54.6103833069,39.656494140599996,"город Рязань, пос. Мехзавода, дом 25",МБОУ «Средняя общеобразовательная школа № 54»,,Рязанская область
54.6246614157,39.7023797035,"город Рязань, ул. Чкалова, дом 9а",МБОУ «Средняя общеобразовательная школа № 17 имени маршала инженерных войск А.И. Прошлякова»,,Рязанская область
54.6245806694,39.703130722,"город Рязань, ул. Чкалова, дом 9а",МБОУ «Средняя общеобразовательная школа № 17 имени маршала инженерных войск А.И. Прошлякова»,,Рязанская область
54.6216115787,39.7031092644,"город Рязань, Весенняя ул., дом 14",МБОУ «Средняя общеобразовательная школа № 24»,,Рязанская область
54.614082285200006,39.702132940300004,"город Рязань, ул. 9-я Линия, дом 18",НОУ СПО «Рязанский кооперативный техникум»,,Рязанская область
54.6274129055,39.73513484,"город Рязань, ул. Кудрявцева, дом 36",ОГБОУ «Специальная (коррекционная) общеобразовательная школа-интернат № 18 г. Рязани»,,Рязанская область
54.6204686073,39.738396406199996,"город Рязань, ул. Полевая, дом 38",ОГБОУ СПО «Автотранспортный техникум им. С.А.Живаго г. Рязани»,,Рязанская область
54.6037831617,39.7616404295,"город Рязань, Трудовая ул., дом 6/6",МБОУ «Средняя общеобразовательная школа № 41»,,Рязанская область
54.583609215799996,39.7922068834,"город Рязань, ул. Связи, дом 17а",МБОУ «Средняя общеобразовательная школа № 38»,,Рязанская область
54.624984399300004,39.703001975999996,"город Рязань, ул. Чкалова, дом 9а",МБОУ «Средняя общеобразовательная школа № 17 имени маршала инженерных войск А.И. Прошлякова»,,Рязанская область
54.6075897217,39.6728477478,"город Рязань, ул. Октябрьский городок, дом 39а","ОГОУ СПО «Техникум пищевой промышленности, общественного питания и сервиса города Рязани»",,Рязанская область
54.6297201626,39.7056090832,"город Рязань, Первомайский просп., дом 61",МБОУ «Средняя общеобразовательная школа № 13»,,Рязанская область
54.63243094479999,39.7391581535,"город Рязань, ул. Семинарская, дом 6",МБОУ «Средняя общеобразовательная школа № 6 с углубленным изучением французского языка»,,Рязанская область
54.624740600600006,39.7510452271,"город Рязань, ул. Ленина, дом 29",ОГБОУ «Специальная (коррекционная) общеобразовательная школа № 10 г. Рязани»,,Рязанская область
54.6154899597,39.7624855042,"город Рязань, ул. Урицкого, дом 2а",ОГБОУ ДПО «Рязанский институт развития образования»,,Рязанская область
54.6063931409,39.7626113892,"город Рязань, Куйбышевское шоссе, дом 2/1",МБОУ «Средняя общеобразовательная школа № 11 с углубленным изучением предметов художественно-эстетического направления»,,Рязанская область
54.603963379899994,39.7618067265,"город Рязань, Трудовая ул., дом 6/6",МБОУ «Средняя общеобразовательная школа № 41»,,Рязанская область
54.6058680514,39.7357356548,"город Рязань, ул. Баженова, дом 36 корп. 1",ОГБОУ СПО «Рязанский медико-социальный колледж»,,Рязанская область
54.636957827799996,39.7266697884,"город Рязань, ул. Солнечная, дом 6",ОГБОУ СПО «Политехнический техникум г. Рязани»,,Рязанская область
54.619002575299994,39.7619891167,"город Рязань, ул. Электрозаводская, дом 56",МБОУ «Средняя общеобразовательная школа № 14 с углубленным изучением английского языка»,,Рязанская область
54.6068622979,39.7624075413,"город Рязань, Куйбышевское шоссе, дом 2/1",МБОУ «Средняя общеобразовательная школа № 11 с углубленным изучением предметов художественно-эстетического направления»,,Рязанская область
54.608390808100005,39.8062095642,"город Рязань, ул. Новоселов, дом 28",ОАО «Рязанская МПМК-3»,,Рязанская область
54.5993862113,39.816743731500004,"город Рязань, ул. Зубковой, дом 28а",МБОУ «Средняя общеобразовательная школа № 71»,,Рязанская область
54.599348920699995,39.815987348600004,"город Рязань, ул. Зубковой, дом 28а",МБОУ «Средняя общеобразовательная школа № 71»,,Рязанская область
54.5994048567,39.8206865788,"город Рязань, ул. Зубковой, дом 30 корп. 2",Библиотека-филиал № 7 МБУК «Централизованная библиотечная система города Рязани»,,Рязанская область
54.621772766099994,39.7238197327,"город Рязань, ул. Ленинского Комсомола, дом 7",министерство социальной защиты населения Рязанской области,,Рязанская область
54.616023758599994,39.7301673889,"город Рязань, ул. Семашко, дом 18",административный корпус ОАО «Рязаньгоргаз»,,Рязанская область
54.618201205,39.7430956364,"город Рязань, ул. Введенская, дом 131",ОГБОУ СПО «Рязанский торгово-экономический техникум»,,Рязанская область
54.624711105699994,39.7441899776,"город Рязань, ул. Горького, дом 51",МБОУ «Средняя общеобразовательная школа № 1 имени В.П.Екимецкой»,,Рязанская область
54.628710947799995,39.745413065,"город Рязань, ул. Николодворянская, дом 19/40",МБОУ «Средняя общеобразовательная школа № 7 «Русская классическая школа»,,Рязанская область
54.633269294499996,39.7478806973,"город Рязань, пл. Соборная, дом 15",МАОУ «Лицей № 4»,,Рязанская область
54.6289842146,39.7531324625,"город Рязань, ул. Свободы, дом 46",ФГБОУ ВПО «РГУ им. С.А.Есенина»,,Рязанская область
54.639881134,39.7559089661,"город Рязань, ул. Лесопарковая, дом 52",ЗАО «Речной порт»,,Рязанская область
54.621856940600004,39.7553694248,"город Рязань, ул. Ленина, дом 1/70",Рязанский заочный институт (филиал) ФГОБУ ВПО «Московский государственный университет культуры и искусств»,,Рязанская область
54.6331062317,39.7224388123,"город Рязань, ул. Семинарская, дом 46",ГБУ РО «Городская поликлиника №14»,,Рязанская область
54.6189435602,39.761506319,"город Рязань, ул. Электрозаводская, дом 56",МБОУ «Средняя общеобразовательная школа № 14 с углубленным изучением английского языка»,,Рязанская область
54.6124305725,39.7597351074,"город Рязань, ул. Циолковского, дом 22",ОГБОУ СПО «Рязанский строительный колледж»,,Рязанская область
54.599522943400004,39.8274350166,"город Рязань, ул. Новоселов, дом 58",ООО «Вектор Плюс»,,Рязанская область
54.590733864099995,39.7995454073,"город Рязань, 1-я ул. Механизаторов, дом 25а",Филиал МБОУ «Средняя общеобразовательная школа № 38»,,Рязанская область
54.5838890029,39.7914934158,"город Рязань, ул. Связи, дом 17а",МБОУ «Средняя общеобразовательная школа № 38»,,Рязанская область
54.603888807,39.7612541914,"город Рязань, Трудовая ул., дом 6/6",МБОУ «Средняя общеобразовательная школа № 41»,,Рязанская область
54.5989511516,39.8168724775,"город Рязань, ул. Зубковой, дом 28а",МБОУ «Средняя общеобразовательная школа № 71»,,Рязанская область
54.5840133522,39.7928130627,"город Рязань, ул. Связи, дом 17а",МБОУ «Средняя общеобразовательная школа № 38»,,Рязанская область
54.5908581925,39.7999960184,"город Рязань, 1-я ул. Механизаторов, дом 25а",Филиал МБОУ «Средняя общеобразовательная школа № 38»,,Рязанская область
54.717382648199994,39.8269307613,"Рязанский район, с. Поляны",здание средней школы,,Рязанская область
54.3227997412,40.8768117428,"Шиловский район, р. п. Шилово, пл. Советская д. 3",помещение МУК «Шиловский районный Дворец культуры муниципального образования – Шиловский муниципальный район Рязанской области»,,Рязанская область
54.3235506044,40.8825838566,"Шиловский район, р. п. Шилово, ул. Советская д. 1",помещение МБОУ «Шиловская средняя общеобразовательная школа № 1 муниципального образования – Шиловский муниципальный район Рязанской области»,,Рязанская область
54.7233530979,39.825809598,"Рязанский район, с. Поляны",здание ФСК «Витязь»,,Рязанская область
54.9263589047,41.3445407152,"г. Касимов, м-н Приокский, 10-А",МБОУ «Средняя общеобразовательная школа № 6 им. адмирала А.П. Авинова»,,Рязанская область
54.9358890175,41.4031147957,"г. Касимов, ул. Татарская, д. 7",МБОУ «Средняя общеобразовательная школа № 3»,,Рязанская область
54.9306249264,41.40583992,"г. Касимов, ул. Большакова, д. 51",МБОУ «Средняя общеобразовательная школа № 7»,,Рязанская область
54.9303105385,41.4063227177,"г. Касимов, ул. Большакова, д. 51",МБОУ «Средняя общеобразовательная школа № 7»,,Рязанская область
54.926081474300005,41.3451468945,"г. Касимов, м-н Приокский, 10-А",МБОУ «Средняя общеобразовательная школа № 6 им. адмирала А.П. Авинова»,,Рязанская область
51.53022249479999,46.009304523500006,"г. Саратов, ул. им. Мичурина И. В., 2/12",здание,,Саратовская область
51.5798398228,45.9690874815,"г. Саратов, площадь им. Ленина В. И.",здание ОГУК ДК «Россия»,,Саратовская область
51.57970314600001,45.9685403109,"г. Саратов, площадь им. Ленина В. И.",здание ОГУК ДК «Россия»,,Саратовская область
51.5297052237,46.0104900599,"г. Саратов, ул. им. Мичурина И. В., 16",здание,,Саратовская область
51.5294182191,46.010479331000006,"г. Саратов, ул. им. Мичурина И. В., 16",здание,,Саратовская область
49.2146887213,143.091827631,"Поронайский район, г. Поронайск, ул. 2-я Восточная, 29",помещение МБОУ СОШ №8,,Сахалинская область
49.2169068175,143.093839288,"Поронайский район, г. Поронайск, ул. Гагарина, 38",помещение МБОУ ДОД Детско-юношеская спортивная школа,,Сахалинская область
49.2209047459,143.100925684,"Поронайский район, г. Поронайск, ул. Октябрьская, 63",помещение МБОУ ДОД Центр детского творчества,,Сахалинская область
49.2218962942,143.100399971,"Поронайский район, г. Поронайск, ул. Октябрьская, 76",помещение Управления образования,,Сахалинская область
49.2231786204,143.088898659,"Поронайский район, г. Поронайск, ул. Победы, 72",помещение МБОУ СОШ №7,,Сахалинская область
49.2230630022,143.088673353,"Поронайский район, г. Поронайск, ул. Победы, 72",помещение МБОУ вечерняя (сменная) общеобразовательная школа,,Сахалинская область
