name,address,region,district,fed_distr,lat,lon,geocode
Сосновская школа-интернат для детей-сирот,"393840, Тамбовская обл., Сосновский район, р.п. Сосновка, ул. Лесная, 2",Тамбовская область,Сосновский район,Центральный,53.227001,41.390569,до улицы
Отъясская школа-интернат для детей-сирот спец.корр. 8ого вида,"393851, Тамбовская обл., Сосновский р-н, с. Отъяссы, ул. Охотная, 33",Тамбовская область,Сосновский район,Центральный,53.240891,41.656872,до наспункта
ГОУ детский дом № 7,"392018, Тамбов, ул. Б. Михайлова, 31",Тамбовская область,Тамбов,Центральный,52.743098,41.424969,до улицы
ГОУ Детский дом № 6 спец.корр.,"392002, Тамбов, Ленинский р-н, ул. Лермонтовская, 28 ",Тамбовская область,Тамбов,Центральный,52.706976,41.446953,до улицы
Дом ребенка областной ,"392032, Тамбов, ул. Мичуринская, 112б",Тамбовская область,Тамбов,Центральный,52.749428,41.409733,до дома
"Центр психолого-медико-социального сопровождения ""Приют""","392000, Тамбов, ул. Студенецкая, 44",Тамбовская область,Тамбов,Центральный,52.727020,41.446152,до улицы
Социально-реабилитационный центр для несовершеннолетних,"392003, Тамбов, ул. Менделеева, 11",Тамбовская область,Тамбов,Центральный,52.752552,41.434551,до улицы
ГОУ Школа-интернат № 1 ,"392012, Тамбов, ул. Пионерская, 11",Тамбовская область,Тамбов,Центральный,52.702820,41.471931,до улицы
ГОУ Школа-интернат № 2 ,"392020, Тамбов, ул. Пирогова, 64",Тамбовская область,Тамбов,Центральный,52.739399,41.450146,до улицы
Школа-интернат № 3 спец.корр.,"392036, Тамбов, ул. Самарская, 9",Тамбовская область,Тамбов,Центральный,52.695309,41.468388,до улицы
Татановский детский дом ,"393102, Тамбовская обл., Тамбовский р-н, с. Татаново, ул. Ленина, 342",Тамбовская область,Тамбовский район,Центральный,52.844318,41.475513,до наспункта
Социальный приют для детей и подростков ,"393121, Тамбовская обл., Тамбовский р-н, с. Б. Липовица",Тамбовская область,Тамбовский район,Центральный,52.537794,41.310970,до наспункта
Красносвободненская санаторная школа-интернат ,"392530, Тамбовская обл., Тамбовский р-н, с. Красносвободное",Тамбовская область,Тамбовский район,Центральный,52.656277,41.313656,до наспункта
Горельская школа-интернат для детей-Сирот спец.корр. 8ого вида,"393104, Тамбовская обл., Тамбовский р-н, с. Горелое, ул. Заводская, 1",Тамбовская область,Тамбовский район,Центральный,52.918587,41.496639,до наспункта
Школа-интернат для глухих детей,"392501, Тамбовская обл., Тамбовский р-н, с. Донское, ул. Красносельская, 2а",Тамбовская область,Тамбовский район,Центральный,52.773956,41.481113,до наспункта
Школа-интернат для глухих детей,"392513, Тамбовская обл., Тамбовский р-н, с. Красненькое, Школьный городок ",Тамбовская область,Тамбовский район,Центральный,52.767215,41.467179,до наспункта
Красненьская школа-интернат спец.корр.,"392501, Тамбовская обл., Тамбовский р-н, д. Красненькая, ул. Заводская, 2а",Тамбовская область,Тамбовский район,Центральный,52.767436,41.466085,до наспункта
ГОУ Детский дом-школа «Березка»,"393630, Тамбовская обл., п. Токаревка, ул. Островского",Тамбовская область,Токаревский район,Центральный,51.993900,41.161800,до наспункта
Уваровская школа-интернат спец.корр.,"393540, Тамбовская обл., г. Уварово, ул. Луговая, 26",Тамбовская область,Уварово,Центральный,51.966534,42.262257,до улицы
ГОУ Школа-интернат спец.корр.,"393464, Тамбовская обл., г. Уварово, мкрн 1",Тамбовская область,Уварово,Центральный,51.977535,42.251827,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"172800, Тверская обл., г. Андреаполь, ул. Кленовая, д/с № 8",Тверская область,Андреапольский район,Центральный,56.654737,32.258725,до улицы
ГОУ Чистореченская школа-интернат для детей-сирот ,"172815, Тверская обл., Андреапольский р-н, с. Чистая речка",Тверская область,Андреапольский район,Центральный,56.679310,32.234955,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"171980, Тверская обл., г. Бежецк, ул. Строительная, 11",Тверская область,Бежецкий район,Центральный,57.802345,36.689090,до наспункта
ГОУ Бежецкая школа-интернат спец.корр.  для детей-сирот 8ого вида ,"171950, Тверская обл., г. Бежецк, ул. К.Чернышова, 27",Тверская область,Бежецкий район,Центральный,57.786499,36.701000,до наспункта
ГОУ Школа-интернат спец.корр.  4ого вида ,"171950, Тверская обл., г. Бежецк, ул. Нечаева, 29",Тверская область,Бежецкий район,Центральный,57.781193,36.704105,до улицы
Социальный приют для детей и подростков,"172530, Тверская обл., г. Бельск, ул. Загородная, 3",Тверская область,Бельский район,Центральный,55.826992,32.938293,до наспункта
Бельская школа-интеранат спец.корр. 8ого вида,"172530, Тверская обл., г. Бельск, ул. Смирнова, 4",Тверская область,Бельский район,Центральный,55.830977,32.935865,до улицы
ГОУ Бологовский дошольный детский дом спец.корр. ,"171060, Тверская обл., г. Бологое, ул. Кирова, 35а",Тверская область,Бологовский район,Центральный,57.883204,34.043143,до дома
Социально-реабилитационный центр для несовершеннолетних,"171060, Тверская обл., г.Бологое, ул. Первое Мая, 6",Тверская область,Бологовский район,Центральный,57.874811,34.069092,до дома
Лыкошинская школа-интернат,"171066, Тверская обл., Бологовский р-н, с. Лыкошкино, ул. Пушкина, 50",Тверская область,Бологовский район,Центральный,58.109321,33.715058,до улицы
ГОУ Ригодищенская школа-интернат спец.корр. 8ого вида ,"171061, Тверская обл., Бологовский р-н, д. Ригодищи",Тверская область,Бологовский район,Центральный,57.988975,34.210698,до наспункта
Социальный приют для детей и подростков,"171720, Тверская обл., г. Весьегонск, ул. К.Маркса, 99",Тверская область,Весьегонский район,Центральный,58.664982,37.263020,до улицы
"Дом ребенка ""Солнышко"" ","171150, Тверская обл., г. Вышний Волочек , ул. Д.Бедного, 78а",Тверская область,Вышний Волочек,Центральный,57.590715,34.561966,до дома
Социальный приют для детей и подростков,"171164, Тверская обл., г. Вышний Волочек, ул. Северная, 5/49",Тверская область,Вышний Волочек,Центральный,57.585035,34.521008,до улицы
Школа-интернат спец.корр. 1ого вида ,"171110, Тверская обл., г. Вышний Волочек, ул. Северная, 9",Тверская область,Вышний Волочек,Центральный,57.585659,34.523048,до улицы
ГОУ Школа-интернат №2 спец.корр. 7ого вида ,"171110, Тверская обл., г. Вышний Волочек, ул.Сиверсова, 75",Тверская область,Вышний Волочек,Центральный,57.584435,34.577286,до улицы
Кашаровский детский дом спец. (реабилитационный центр для умственно отсталых детей) ,"171150, Тверская обл., Вышневолоцкий р-н, Ржевский тракт",Тверская область,Вышневолоцкий район,Центральный,57.554176,34.544529,до улицы
Социальный приют для детей и подростков,"171110, Тверская обл., Вышневолоцкий р-н, д. Дятлово",Тверская область,Вышневолоцкий район,Центральный,57.705469,34.787278,до наспункта
ГОУ Вышневолоцкая школа-интернат спец.корр. 8ого вида,"171110, Тверская обл., Вышневолоцкий р-н, п/о Заречье, п. Детский дом",Тверская область,Вышневолоцкий район,Центральный,57.728966,34.378825,до наспункта
Социальный приют для детей и подростков,"172460, Тверская обл., п. Жарковский, ул. Меженская, 76",Тверская область,Жарковский район,Центральный,55.838114,32.241986,до улицы
Социальный приют для детей и подростков,"172610, Тверская обл., г. Западная Двина, ул. Трудовая, 17",Тверская область,Западнодвинский район,Центральный,56.258968,32.085865,до наспункта
ГОУ Зубцовский детский дом ,"172330, Тверская обл., г. Зубцов, пер. Рыбацкий, 20",Тверская область,Зубцовский район,Центральный,56.176828,34.600850,до улицы
Социально-реабилитационный центр для несовершеннолетних,"172330, Тверская обл., Зубцовский р-н, д. Борки",Тверская область,Зубцовский район,Центральный,56.206791,34.724198,до наспункта
ГОУ Некрасовский детский дом ,"170551, Тверская обл., Калининский р-н, д. Некрасово, ул. Центральная, 20",Тверская область,Калининский район,Центральный,56.746381,35.641302,до улицы
Медновская санаторная школа-интернат,"170526, Тверская обл., Калининский р-н, с. Медное",Тверская область,Калининский район,Центральный,56.930772,35.475999,до наспункта
ГОУ Эммаусская школа-интернат спец.корр. 7ого вида ,"170530, Тверская обл., Калининский р-н, п.Эммаус",Тверская область,Калининский район,Центральный,56.783258,36.108660,до наспункта
"ГОУ Калязинский детский дом ""Родничок""","171550, Тверская обл., г. Калязин, ул. Челюскинцев, 12 ",Тверская область,Калязинский район,Центральный,57.239935,37.858290,до наспункта
Кашинский дом ребенка,"171000, Тверская обл., г. Кашин, ул. К.Маркса, 34/23",Тверская область,Кашинский район,Центральный,57.353646,37.609265,до улицы
Социально-реабилитационный центр для несовершеннолетних,"171640, Тверская обл., г. Кашин, ул. К.Маркса, 69",Тверская область,Кашинский район,Центральный,57.348592,37.609041,до улицы
Школа-интернат спец.корр. 8ого вида  ,"171600, Тверская обл., г. Кашин, пос. Рабочий, 20",Тверская область,Кашинский район,Центральный,57.348521,37.624222,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"Тверская обл., Кесовогорский р-н, с. Лисково",Тверская область,Кесовогорский район,Центральный,57.564999,37.051666,до наспункта
"Социально-реабилитационный центр ""Родничок""","171500, Тверская обл., г. Кимры, ул. Красноармейская, 27",Тверская область,Кимры,Центральный,56.871632,37.379906,до улицы
"ГУЗ ""Конаковский специализированный дом ребнека для детей с органическим поражением ЦНС и нарушением психики""","171252, Тверская обл., г. Конаково, ул. Учебная, 19",Тверская область,Конаковский район,Центральный,56.708080,36.785767,до дома
Социально-реабилитационный центр для несовершеннолетних ,"171260, Тверская обл., Конаковский р-н, п. Редкино, ул. Парковая, 13а",Тверская область,Конаковский район,Центральный,56.662411,36.293858,до дома
Социально-реабилитационный центр для несовершеннолетних,"171660, Тверская обл., г. Красный Холм, ул.Базарная, 67а",Тверская область,Краснохолмский район,Центральный,58.066170,37.120403,до улицы
ГОУ Кувшиновская  школа-интернат спец.корр.,"172110, Тверская обл., г. Кувшиново, ул. Совхозная, 13",Тверская область,Кувшиновский район,Центральный,57.031467,34.179665,до наспункта
"Социально-реабилитационный центр для несовершеннолетних ""Мечта""","171210, Тверская обл., г. Лихославль, ул. Разъезжая, 20",Тверская область,Лихославльский район,Центральный,57.121446,35.468975,до дома
ГОУ Сосновицкая школа-интернат спец.корр. 8 вида ,"Тверская обл., Лихославльский р-н, д. Сосновицы",Тверская область,Лихославльский район,Центральный,57.215872,35.470027,до наспункта
ГОУ Максатихинская школа-интернат спец.корр. 8ого вида  ,"171900, Тверская обл., Максатихинский р-н, п/о Засека, м. Володарка",Тверская область,Максатихинский район,Центральный,57.758731,35.772014,до наспункта
Социально-реабилитационный центр для несовершеннолетних ,"171680, Тверская обл., п. Молоково, ул.Одесская, 11",Тверская область,Молоковский район,Центральный,58.168615,36.777038,до улицы
Социальный приют для детей и подростков ,"172500, Тверская обл., г. Нелидово, Пятницкая ул., 9а",Тверская область,Нелидовский район,Центральный,56.226940,32.777531,до наспункта
Нелидовский детский дом,"172500, Тверская обл., г. Нелидово, ул. Казанская, 5",Тверская область,Нелидовский район,Центральный,56.223816,32.780312,до дома
ГОУ Нелидовская школа-интернат спец.корр. 8ого вида  ,"172500, Тверская обл., г. Нелидово, ул. Шахтерская, 5",Тверская область,Нелидовский район,Центральный,56.227255,32.771726,до улицы
Социально-реабилитационный центр для несовершеннолетних ,"172400, Тверская обл., п. Оленино, ул. Пионерская, 6",Тверская область,Оленинский район,Центральный,56.210974,33.485169,до наспункта
ГОУ Осташковский детский дом спец.корр.,"172750, Тверская обл., г. Осташков, ул. Строителей, 12",Тверская область,Осташковский район,Центральный,57.147228,33.151337,до улицы
Социально-реабилитационный центр для несовершеннолетних ,"172730, Тверская обл., г. Осташков, Микрорайон, 19",Тверская область,Осташковский район,Центральный,57.139671,33.120747,до дома
Социально-реабилитационный центр для детей-сирот и детей из асоциальных и малообеспеченных семей «Надежда»,"171400, Тверская обл., Рамешковский р-н, д. Косковская Горка",Тверская область,Рамешковский район,Центральный,57.465386,36.042294,до наспункта
ГОУ Замытская школа-интернат спец.корр. 8ого вида ,"171417, Тверская обл., Рамешковский р-н, с. Замытье",Тверская область,Рамешковский район,Центральный,57.284718,35.974415,до наспункта
Социальный приют для детей и подростков ,"172380, Тверская обл., г. Ржев, ул. Свердлова, 59а ",Тверская область,Ржев,Центральный,56.269680,34.315239,до дома
Социально-реабилитационный центр для несовершеннолетних,"172391, Тверская обл., г. Ржев, Селижаровский р-н, 5а",Тверская область,Ржев,Центральный,56.276112,34.293312,до дома
Социальный приют для детей и подростков ,"172365, Тверская обл., Ржевский р-н, п. Ильченко",Тверская область,Ржевский район,Центральный,56.341316,33.857994,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"172200, Тверская обл., п.Селижарово, ул.Молодежная, 5",Тверская область,Селижаровский район,Центральный,56.850399,33.452499,до наспункта
ГУ Спировский социальный приют для детей и подростков,"171170, Тверская обл., п. Спирово, ул. Карабиха,  27",Тверская область,Спировский район,Центральный,57.421688,35.003807,до улицы
Социально-реабилитационный центр для несовершеннолетних,"171360, Тверская обл., Старицкий р-н, д. Ново-Ямская, 64",Тверская область,Старицкий район,Центральный,56.515403,34.953140,до наспункта
"ГУЗ ""Тверской специализированный дом ребенка ""Теремок""","170037, Тверь, ул. Победы, 80",Тверская область,Тверь,Центральный,56.832668,35.943325,до дома
Городской социальный приют для детей и подростков,"170023, Тверь, ул. Р.Зорге, 3а",Тверская область,Тверь,Центральный,56.855040,35.841334,до дома
Социально-реабилитационный центр для детей и подростков с приютом ,"170002, Тверь, ул. Макарова, 5",Тверская область,Тверь,Центральный,56.848305,35.888905,до дома
Школа-интернат № 3 ,"170000, Тверь, ул. Бориса Полевого, 15  ",Тверская область,Тверь,Центральный,56.843477,35.841936,до дома
ГОУ Школа-интернат № 2 спец.корр. 7ого вида ,"170020, Тверь, ул. Орджоникидзе, 49д",Тверская область,Тверь,Центральный,56.830601,35.928352,до дома
ГОУ Тверская школа-интернат №1 спец.корр. 8ого вида  ,"170021, Тверь, ул. Дачная, 62 ",Тверская область,Тверь,Центральный,56.891800,35.896870,до улицы
ГОУ Торжокский детский дом ,"172000, Тверская обл., г. Торжок, Ленинградское шоссе, 73",Тверская область,Торжок,Центральный,57.070766,34.984852,до улицы
Социально-реабилитационный центр для детей и подростков  ,"172000, Тверская обл., г. Торжок, ул. Мира, 10б",Тверская область,Торжок,Центральный,57.034542,34.972256,до дома
Школа-интернат ,"170521, Тверская обл., г. Торжок, ул. Кирова, 31",Тверская область,Торжок,Центральный,57.046997,34.962608,до дома
Социальный приют для детей и подростков,"172041, Тверская обл., Торжокский р-н, п. Мошки, 126",Тверская область,Торжокский район,Центральный,56.829991,35.054786,до наспункта
ГОУ Торжокская школа-интернат для детей-сирот  ,"172060, Тверская обл., Торжокский р-н, п. Митино ",Тверская область,Торжокский район,Центральный,56.721012,32.783413,до наспункта
ГОУ Торжокская школа-интернатспец.корр. 8ого вида,"172069, Тверская обл., Торжокский р-н, п. Зеленый",Тверская область,Торжокский район,Центральный,56.934246,35.316313,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"172870, Тверская обл., Торопецкий р-н, п. Плоскошь",Тверская область,Торопецкий район,Центральный,56.779724,31.252632,до наспункта
Торопецкая школа-интернат,"172840, Тверская обл., г. Торопец, пл. Первомайская, 1",Тверская область,Торопецкий район,Центральный,56.501381,31.652254,до улицы
ГОУ Плоскошская  школа-интернатспец.корр. 8ого вида ,"172870, Тверская обл., Торопецкий р-н, п. Плоскошь, ул.Советская, 19",Тверская область,Торопецкий район,Центральный,56.779724,31.252632,до наспункта
ГОУ Удомельский детский дом ,"171850, Тверская обл., г. Удомля, пер. Больничный, 1",Тверская область,Удомельский район,Центральный,57.892453,34.998747,до улицы
Городищенская школа-интернат спец.корр. 8ого вида ,"171865, Тверская обл., Удомельский р-н, п/о Мста, д. Городищи",Тверская область,Удомельский район,Центральный,57.901821,34.532266,до наспункта
Социальный приют для детей и подростков,"636670, Томская обл., с. Александрово, пер. Солнечный, 2",Томская область,Александровский район,Сибирский,60.427653,77.863014,до наспункта
Асиновский детский дом,"636840, Томская обл., г. Асиново, ул. Дзержинского, 1а",Томская область,Асиновский район,Сибирский,56.969939,86.131177,до дома
Новиковский деткий дом,"636830, Томская обл., Асиновский р-н, с. Новиковка, ул. Советская, 8",Томская область,Асиновский район,Сибирский,56.925964,85.959297,до наспункта
Социально-реабилитационный центр для несовершеннолетних ,"636800, Томская обл., г. Асино, ул. Дзержинского, 15",Томская область,Асиновский район,Сибирский,56.971478,86.134880,до улицы
Бакчарский детский дом,"636200, Томская обл., с. Бакчар, ул. Хомутского, 48",Томская область,Бакчарский район,Сибирский,57.020538,82.066872,до наспункта
ОГОУ Крыловская школа-интернат спец.корр. 8ого вида для сирот ,"636226, Томская обл., Бакчарский р-н, с. Крыловка, ул. Школьная, 11",Томская область,Бакчарский район,Сибирский,57.448804,81.887932,до наспункта
Зырянский детский дом,"636850, Томская обл., с. Зырянское, пер. Гоголя, 2",Томская область,Зырянский район,Сибирский,56.832298,86.622711,до наспункта
Чердатский детский дом,"636859, Томская обл., Зырянский р-н, с. Чердаты, пер. Мира, 2а",Томская область,Зырянский район,Сибирский,56.954346,86.933632,до улицы
Социально-реабилитационный центр для несовершеннолетних ,"636700, Томская обл., п. Каргасок, ул. Мелиоративная, 2",Томская область,Каргасокский район,Сибирский,59.057003,80.867546,до наспункта
Уртамская школа-интернат 8ого вида спец.корр. для сирот,"636170, Томская обл, Кожевниковский р-н, с. Уртам, ул. Кирова, 17",Томская область,Кожевниковский район,Сибирский,56.131967,83.938187,до улицы
Тогурский детский дом,"636450, Томская обл., Колпашевский р-н, с. Тогур, ул. Советская, 84",Томская область,Колпашевский район,Сибирский,58.356061,82.841192,до наспункта
Социальный приют для детей и подростков ,"636450, Томская обл., Колпашевский р-н, с. Тогур, ул. Мичурина, 8",Томская область,Колпашевский район,Сибирский,58.349121,82.850129,до наспункта
ОГОУ Колпашевский кадетский корпус,"636462, Томская область, г. Колпашево, ул. Чапаева, д. 42, корп. 1",Томская область,Колпашевский район,Сибирский,58.323257,82.898682,до улицы
Малиновский детский дом ,"636315, Томская обл, Кривошеинский р-н, с. Малиновка, 1",Томская область,Кривошеинский район,Сибирский,57.362777,83.483326,до наспункта
Социально-реабилитационный центр для несовершеннолетних ,"636307, Томская обл., Кривошеинский р-н, с. Новокривошеино, ул. Советская, 1а",Томская область,Кривошеинский район,Сибирский,57.313244,83.795387,до наспункта
Тунгусовский детский дом-интернат ,"636353, Томская обл., Молчановский р-н, п. Тунгусово",Томская область,Молчановский район,Сибирский,57.626942,83.504982,до наспункта
Социально-реабилитационный центр для несовершеннолетних,"636336, Томская обл., Молчановский р-н, с. Сафроновка, ул. Школьная, 37",Томская область,Молчановский район,Сибирский,56.358948,83.916054,до наспункта
Социальный приют для детей и подростков,"636600, Томская обл., с. Парабель, ул. Свердлова, 16",Томская область,Парабельский район,Сибирский,58.714531,81.499031,до улицы
Первомайский детский дом,"636930, Томская обл., Первомайский р-н, с. Первомайское, ул. Кольцова, 42",Томская область,Первомайский район,Сибирский,57.067791,86.231544,до улицы
ОГОУ Северская кадетская школа-интернат,"636013, Томская область, г. Северск, ул. Славского, 32",Томская область,Северск,Сибирский,56.578124,84.937642,до дома
ОГОУ Школа-интернат № 195 спец.корр.,"636019, Томская обл., г. Северск, ул. Калинина, 104",Томская область,Северск,Сибирский,56.585861,84.929871,до дома
Детский дом № 1 спец.корр. ,"634000, Томск, ул. Толстого, 47",Томская область,Томск,Сибирский,56.483650,84.999054,до дома
Детский дом № 2 дошкольный ,"634034, Томск, ул. Вершинина, 40",Томская область,Томск,Сибирский,56.464867,84.963585,до дома
Детский дом № 4 ,"643034, Томск, ул. Тверская, 74",Томская область,Томск,Сибирский,56.471990,84.974899,до дома
Детский дом № 9 ,"634000, Томск, ул. Сибирская, 81б",Томская область,Томск,Сибирский,56.481667,84.985992,до дома
Детский дом спец. ,"634021, Томск, ул. Некрасова, 44",Томская область,Томск,Сибирский,56.483185,84.993286,до наспункта
Санаторный детский дом ,"634016, Томск, ул. Басандайская, 11",Томская область,Томск,Сибирский,56.413589,84.979370,до улицы
Дом ребенка специализированный психоневрологический,"634034, Томск, ул. Красноармейская, 71а",Томская область,Томск,Сибирский,56.470081,84.965118,до дома
Дом ребенка областной ,"643009, Томск, ул. К. Маркса, 52",Томская область,Томск,Сибирский,56.502651,84.946660,до дома
"Социальный приют для детей и подростков ""Друг""","634025, Томск, ул. Куйбышева, 1",Томская область,Томск,Сибирский,56.528141,85.032440,до дома
"Социальный приют для детей и подростков ""Луч""","634027, Томск, Кольцевой пр-д, 10",Томская область,Томск,Сибирский,56.530235,84.979111,до дома
Социально-реабилитационный центр для несовершеннолетних «Огонек» ,"634012, Томск, ул. Артема, 9",Томская область,Томск,Сибирский,56.461529,84.980721,до дома
ГОУ Школа-интернат № 15 спец.корр.  ,"643041, Томск, ул. Дзержинского, 19",Томская область,Томск,Сибирский,56.470993,84.968742,до дома
ГОУ Мариинская гимназия-интернат,"634049, Томск, ул. Мичурина, 8",Томская область,Томск,Сибирский,56.508089,85.010518,до дома
ОГОУ Школа-интернат № 6,"634049, Томск, ул. Мичурина, 8",Томская область,Томск,Сибирский,56.507469,85.010301,до дома
ОГОУ Кадетская школа-интернат  ,"634003, Томск, ул. Пушкина, 46а",Томская область,Томск,Сибирский,56.500782,84.976301,до дома
ГОУ Школа-интернат № 33 спец.корр. 3-4 вида ,"643021, Томск, ул. Сибирская, 81а",Томская область,Томск,Сибирский,56.481194,84.985146,до дома
"ОГОУ Школа-интернат спец.корр. ""Басандайская жемчужина""","634016, Томск, ул. Басандайская, 2/3",Томская область,Томск,Сибирский,56.411110,84.984024,до улицы
Семилуженский детский дом,"634530, Томская обл., Томский р-н, с. Семилужки, ул. Иркутский тракт, 78",Томская область,Томский район,Сибирский,56.615700,85.364891,до наспункта
Малиновский детский дом,"634580, Томская обл., Томский р-н, с. Малиновка, пер. Чулымский, 8",Томская область,Томский район,Сибирский,56.696070,85.333436,до наспункта
Социальный приют для детей и подростков ,"636033 Томская обл., Томский р-н, п. Октябрьский, ул. Заводская, 1",Томская область,Томский район,Сибирский,56.728268,85.440766,до наспункта
ОГОУ Моряковская школа-интернат спец.корр. 8ого вида для сирот ,"634516, Томская обл., Томский р-н, с. Моряковский Затон, ул. Советская, 3",Томская область,Томский район,Сибирский,56.696075,84.653976,до наспункта
Социально-реабилитационный центр для несовершеннолетних ,"636400, Томская обл., Чаинский р-н, с. Подгорное, ул. Пионерская, 15",Томская область,Чаинский район,Сибирский,57.793751,82.641541,до наспункта
ОГОУ Чаинская школа-интернат спец.корр. 8 вида,"636400, Томская обл., Чаинский р-н, п. Черемушки, ул. Светлая, 12",Томская область,Чаинский район,Сибирский,57.773686,82.609619,до наспункта
ОГОУ Шегарская общеобразовательная школа-интернат спец.корр. 8 вида,"636143, Томская обл., Шегарский р-н, с. Победа, ул. Коммунистическая, 57",Томская область,Шегарский район,Сибирский,56.536062,84.170157,до наспункта
Алексинский детский дом,"301369, Тульская обл., г. Алексин, ул. 50-летия ВЛКСМ, 15",Тульская область,Алексинский район,Центральный,54.526978,37.079930,до улицы
Богучаровский детский дом,"301350, Тульская обл., Алексинский р-н, с. Богучарово",Тульская область,Алексинский район,Центральный,54.419853,37.137280,до наспункта
Социально-реабилитационный центр для несовершеннолетних Алексинского района Тульской области,"301360, Тульская обл., Алексин, ул. Арматурная, 19",Тульская область,Алексинский район,Центральный,54.520187,37.047596,до улицы
"Муниципальное образовательное учреждение для детей, нуждающихся в психолого-медико-социальном сопровождении","301369, Тульская обл., г. Алексин, ул. 50 лет ВЛКСМ, д. 10.",Тульская область,Алексинский район,Центральный,54.528522,37.083068,до наспункта
"ГОУ «Новогуровская специальная (коррекционная) школа-интернат для обучающихся, воспитанников с ограниченными возможностями здоровья»","301382, Тульская обл., Алексинский р-н, п. Новогуровский, ул. Железнодорожная, 55",Тульская область,Алексинский район,Центральный,54.468101,37.341838,до наспункта
"ГУ социального обслуживания населения Тульской области ""Социально-реабилитационный центр для несовершеннолетних Арсеньевского района Тульской области""","301510, Тульская обл., п. Арсеньево, ул. Бандикова, 1",Тульская область,Арсеньевский район,Центральный,53.735435,36.661072,до наспункта
"ГУ социального обслуживания населения Тульской области ""Социально-реабилитационный центр для несовершеннолетних ""Надежда"" Белевского района Тульской области""","301530, Тульская обл., Белев, ул. Пушкина, 4",Тульская область,Белевский район,Центральный,53.814060,36.129841,до улицы
Товарковский Детский дом-интернат,"301822, Тульская обл., Богородицкий р-н, п. Товарковский ",Тульская область,Богородицкий район,Центральный,53.681478,38.215346,до наспункта
"ГУ социального обслуживания населения Тульской области ""Социально-реабилитационный центр для несовершеннолетних Богородицкого района Тульской области""","301836, Тульская обл., Богородицкий р-н, г. Богородицк, ул. Комсомольская, д. 89.",Тульская область,Богородицкий район,Центральный,53.772282,38.122002,до наспункта
ГОУ Иевлевская специальная (коррекционная) общеобразовательная школа-интернат,"301815, Тульская обл., Богородицкий р-н, с. Иевлево, ул. Бодаево, 189",Тульская область,Богородицкий район,Центральный,53.762543,37.991802,до наспункта
"ГУ социального обслуживания населения Тульской области ""Социально-реабилитационный центр для несовершеннолетних ""Надежда"" Веневского района Тульской области""","301320, Тульская обл., Венев, ул. Свободная, 38а",Тульская область,Веневский район,Центральный,54.350254,38.273094,до улицы
"ГУ социального обслуживания населения Тульской области ""Социально-реабилитационный центр для несовершеннолетних города Донского Тульской области""","301760, Тульская обл., Донской, ул. Советская, 14",Тульская область,Донской,Центральный,53.967114,38.343468,до улицы
"ГОУ «Донская школа-интернат для детей-сирот и детей, оставщихся без попечения родителей»","301761, Тульская обл., г. Донской, п. Бобрик Гора, ул. 30 лет Победы, 15 ",Тульская область,Донской,Центральный,53.981705,38.347160,до наспункта
ГОУ Задонская школа-интернат спец.корр. 8ого вида  ,"301773, Тульская обл., г. Донской, п. Задонье, ул. Кирова, 5 ",Тульская область,Донской,Центральный,53.981705,38.347160,до наспункта
"ГУ социального обслуживания населения Тульской области ""Социально-реабилитационный центр для несовершеннолетних Дубенского района Тульской области""","301164, Тульская обл., Дубенский р-н, пос. Гвардейский, ул. Молодежная, 11",Тульская область,Дубенский район,Центральный,54.117026,36.941511,до наспункта
